snapshot_date,material_id,qty_unit,inventory_qty,safety_stock
2025-03-22,MAT-002,kg,417.667,212.000
2025-03-23,MAT-002,kg,398.607,212.000
2025-03-24,MAT-002,kg,380.154,212.000
2025-03-25,MAT-002,kg,348.997,212.000
2025-03-26,MAT-002,kg,335.957,212.000
2025-03-27,MAT-002,kg,316.769,212.000
2025-03-28,MAT-002,kg,306.958,212.000
2025-03-29,MAT-002,kg,274.175,212.000
2025-03-30,MAT-002,kg,419.381,212.000
2025-03-31,MAT-002,kg,390.040,212.000
2025-01-01,MAT-003,m,449.214,224.000
2025-01-02,MAT-003,m,425.362,224.000
2025-01-03,MAT-003,m,412.917,224.000
2025-01-04,MAT-003,m,380.002,224.000
2025-01-05,MAT-003,m,362.585,224.000
2025-01-06,MAT-003,m,338.863,224.000
2025-01-07,MAT-003,m,336.984,224.000
2025-01-08,MAT-003,m,319.802,224.000
2025-01-09,MAT-003,m,296.689,224.000
2025-01-10,MAT-003,m,438.695,224.000
2025-01-11,MAT-003,m,416.235,224.000
2025-01-12,MAT-003,m,411.557,224.000
2025-01-13,MAT-003,m,382.603,224.000
2025-01-14,MAT-003,m,372.982,224.000
2025-01-15,MAT-003,m,354.543,224.000
2025-01-16,MAT-003,m,319.439,224.000
2025-01-17,MAT-003,m,319.029,224.000
2025-01-18,MAT-003,m,302.090,224.000
2025-01-19,MAT-003,m,445.809,224.000
2025-01-20,MAT-003,m,418.837,224.000
2025-01-21,MAT-003,m,410.789,224.000
2025-01-22,MAT-003,m,388.663,224.000
2025-01-23,MAT-003,m,357.306,224.000
2025-01-24,MAT-003,m,357.859,224.000
2025-01-25,MAT-003,m,323.445,224.000
2025-01-26,MAT-003,m,321.455,224.000
2025-01-27,MAT-003,m,292.326,224.000
2025-01-28,MAT-003,m,439.802,224.000
2025-01-29,MAT-003,m,430.711,224.000
2025-01-30,MAT-003,m,396.960,224.000
2025-01-31,MAT-003,m,382.477,224.000
2025-02-01,MAT-003,m,376.865,224.000
2025-02-02,MAT-003,m,341.218,224.000
2025-02-03,MAT-003,m,337.918,224.000
2025-02-04,MAT-003,m,316.695,224.000
2025-02-05,MAT-003,m,295.093,224.000
2025-02-06,MAT-003,m,452.409,224.000
2025-02-07,MAT-003,m,412.656,224.000
2025-02-08,MAT-003,m,395.354,224.000
2025-02-09,MAT-003,m,375.865,224.000
2025-02-10,MAT-003,m,376.077,224.000
2025-02-11,MAT-003,m,346.766,224.000
2025-02-12,MAT-003,m,334.069,224.000
2025-02-13,MAT-003,m,307.091,224.000
2025-02-14,MAT-003,m,285.307,224.000
2025-02-15,MAT-003,m,433.258,224.000
2025-02-16,MAT-003,m,419.360,224.000
2025-02-17,MAT-003,m,400.298,224.000
2025-02-18,MAT-003,m,396.385,224.000
2025-02-19,MAT-003,m,362.098,224.000
2025-02-20,MAT-003,m,337.502,224.000
2025-02-21,MAT-003,m,339.825,224.000
2025-02-22,MAT-003,m,321.763,224.000
2025-02-23,MAT-003,m,290.287,224.000
2025-02-24,MAT-003,m,448.476,224.000
2025-02-25,MAT-003,m,430.057,224.000
2025-02-26,MAT-003,m,399.747,224.000
2025-02-27,MAT-003,m,376.492,224.000
2025-02-28,MAT-003,m,365.142,224.000
2025-03-01,MAT-003,m,337.284,224.000
2025-03-02,MAT-003,m,328.554,224.000
2025-03-03,MAT-003,m,318.153,224.000
2025-03-04,MAT-003,m,286.071,224.000
2025-03-05,MAT-003,m,431.153,224.000
2025-03-06,MAT-003,m,431.953,224.000
2025-03-07,MAT-003,m,400.329,224.000
2025-03-08,MAT-003,m,380.765,224.000
2025-03-09,MAT-003,m,363.736,224.000
2025-03-10,MAT-003,m,343.746,224.000
2025-03-11,MAT-003,m,338.233,224.000
2025-03-12,MAT-003,m,299.556,224.000
2025-03-13,MAT-003,m,281.985,224.000
2025-03-14,MAT-003,m,451.041,224.000
2025-03-15,MAT-003,m,425.998,224.000
2025-03-16,MAT-003,m,398.163,224.000
2025-03-17,MAT-003,m,396.324,224.000
2025-03-18,MAT-003,m,376.510,224.000
2025-03-19,MAT-003,m,351.460,224.000
2025-03-20,MAT-003,m,336.919,224.000
2025-03-21,MAT-003,m,300.838,224.000
2025-03-22,MAT-003,m,299.999,224.000
2025-03-23,MAT-003,m,439.960,224.000
2025-03-24,MAT-003,m,416.909,224.000
2025-03-25,MAT-003,m,406.209,224.000
2025-03-26,MAT-003,m,375.256,224.000
2025-03-27,MAT-003,m,358.175,224.000
2025-03-28,MAT-003,m,339.311,224.000
2025-03-29,MAT-003,m,326.385,224.000
2025-03-30,MAT-003,m,302.893,224.000
2025-03-31,MAT-003,m,284.782,224.000
2025-01-01,MAT-004,l,470.980,236.000
2025-01-02,MAT-004,l,444.098,236.000
2025-01-03,MAT-004,l,423.381,236.000
2025-01-04,MAT-004,l,406.480,236.000
2025-01-05,MAT-004,l,403.452,236.000
2025-01-06,MAT-004,l,375.831,236.000
2025-01-07,MAT-004,l,366.186,236.000
2025-01-08,MAT-004,l,332.938,236.000
2025-01-09,MAT-004,l,312.840,236.000
2025-01-10,MAT-004,l,294.044,236.000
2025-01-11,MAT-004,l,463.827,236.000
2025-01-12,MAT-004,l,457.469,236.000
2025-01-13,MAT-004,l,437.248,236.000
2025-01-14,MAT-004,l,406.046,236.000
2025-01-15,MAT-004,l,402.762,236.000
2025-01-16,MAT-004,l,375.336,236.000
2025-01-17,MAT-004,l,359.999,236.000
2025-01-18,MAT-004,l,338.343,236.000
2025-01-19,MAT-004,l,313.139,236.000
2025-01-20,MAT-004,l,309.354,236.000
2025-01-21,MAT-004,l,457.990,236.000
2025-01-22,MAT-004,l,450.662,236.000
2025-01-23,MAT-004,l,427.545,236.000
2025-01-24,MAT-004,l,417.921,236.000
2025-01-25,MAT-004,l,388.856,236.000
2025-01-26,MAT-004,l,372.326,236.000
2025-01-27,MAT-004,l,358.927,236.000
2025-01-28,MAT-004,l,348.701,236.000
2025-01-29,MAT-004,l,323.054,236.000
2025-01-30,MAT-004,l,297.860,236.000
2025-01-31,MAT-004,l,471.637,236.000
2025-02-01,MAT-004,l,443.739,236.000
2025-02-02,MAT-004,l,427.941,236.000
2025-02-03,MAT-004,l,414.521,236.000
2025-02-04,MAT-004,l,404.952,236.000
2025-02-05,MAT-004,l,371.759,236.000
2025-02-06,MAT-004,l,364.960,236.000
2025-02-07,MAT-004,l,341.549,236.000
2025-02-08,MAT-004,l,319.792,236.000
2025-02-09,MAT-004,l,311.410,236.000
2025-02-10,MAT-004,l,475.459,236.000
2025-02-11,MAT-004,l,449.725,236.000
2025-02-12,MAT-004,l,419.377,236.000
2025-02-13,MAT-004,l,423.340,236.000
2025-02-14,MAT-004,l,404.440,236.000
2025-02-15,MAT-004,l,388.078,236.000
2025-02-16,MAT-004,l,358.751,236.000
2025-02-17,MAT-004,l,335.918,236.000
2025-02-18,MAT-004,l,334.704,236.000
2025-02-19,MAT-004,l,298.454,236.000
2025-02-20,MAT-004,l,453.304,236.000
2025-02-21,MAT-004,l,441.158,236.000
2025-02-22,MAT-004,l,431.100,236.000
2025-02-23,MAT-004,l,400.140,236.000
2025-02-24,MAT-004,l,391.021,236.000
2025-02-25,MAT-004,l,383.547,236.000
2025-02-26,MAT-004,l,364.514,236.000
2025-02-27,MAT-004,l,341.195,236.000
2025-02-28,MAT-004,l,315.186,236.000
2025-03-01,MAT-004,l,296.009,236.000
2025-03-02,MAT-004,l,457.320,236.000
2025-03-03,MAT-004,l,445.684,236.000
2025-03-04,MAT-004,l,435.359,236.000
2025-03-05,MAT-004,l,402.290,236.000
2025-03-06,MAT-004,l,384.435,236.000
2025-03-07,MAT-004,l,385.053,236.000
2025-03-08,MAT-004,l,366.979,236.000
2025-03-09,MAT-004,l,335.784,236.000
2025-03-10,MAT-004,l,333.109,236.000
2025-03-11,MAT-004,l,314.719,236.000
2025-03-12,MAT-004,l,469.870,236.000
2025-03-13,MAT-004,l,435.444,236.000
2025-03-14,MAT-004,l,419.034,236.000
2025-03-15,MAT-004,l,409.316,236.000
2025-03-16,MAT-004,l,397.262,236.000
2025-03-17,MAT-004,l,380.985,236.000
2025-03-18,MAT-004,l,353.829,236.000
2025-03-19,MAT-004,l,330.440,236.000
2025-03-20,MAT-004,l,331.364,236.000
2025-03-21,MAT-004,l,294.343,236.000
2025-03-22,MAT-004,l,464.103,236.000
2025-03-23,MAT-004,l,436.085,236.000
2025-03-24,MAT-004,l,419.374,236.000
2025-03-25,MAT-004,l,406.609,236.000
2025-03-26,MAT-004,l,394.909,236.000
2025-03-27,MAT-004,l,384.154,236.000
2025-03-28,MAT-004,l,369.195,236.000
2025-03-29,MAT-004,l,333.644,236.000
2025-03-30,MAT-004,l,320.647,236.000
2025-03-31,MAT-004,l,301.882,236.000
2025-01-01,MAT-005,ea,484,248
2025-01-02,MAT-005,ea,475,248
2025-01-03,MAT-005,ea,450,248
2025-01-04,MAT-005,ea,449,248
2025-01-05,MAT-005,ea,426,248
2025-01-06,MAT-005,ea,393,248
2025-01-07,MAT-005,ea,381,248
2025-01-08,MAT-005,ea,380,248
2025-01-09,MAT-005,ea,350,248
2025-01-10,MAT-005,ea,341,248
2025-01-11,MAT-005,ea,325,248
2025-01-12,MAT-005,ea,492,248
2025-01-13,MAT-005,ea,468,248
2025-01-14,MAT-005,ea,448,248
2025-01-15,MAT-005,ea,448,248
2025-01-16,MAT-005,ea,418,248
2025-01-17,MAT-005,ea,412,248
2025-01-18,MAT-005,ea,375,248
2025-01-19,MAT-005,ea,370,248
2025-01-20,MAT-005,ea,355,248
2025-01-21,MAT-005,ea,327,248
2025-01-22,MAT-005,ea,314,248
2025-01-23,MAT-005,ea,496,248
2025-01-24,MAT-005,ea,478,248
2025-01-25,MAT-005,ea,446,248
2025-01-26,MAT-005,ea,439,248
2025-01-27,MAT-005,ea,420,248
2025-01-28,MAT-005,ea,408,248
2025-01-29,MAT-005,ea,380,248
2025-01-30,MAT-005,ea,381,248
2025-01-31,MAT-005,ea,343,248
2025-02-01,MAT-005,ea,330,248
2025-02-02,MAT-005,ea,320,248
2025-02-03,MAT-005,ea,478,248
2025-02-04,MAT-005,ea,477,248
2025-02-05,MAT-005,ea,467,248
2025-02-06,MAT-005,ea,429,248
2025-02-07,MAT-005,ea,410,248
2025-02-08,MAT-005,ea,392,248
2025-02-09,MAT-005,ea,376,248
2025-02-10,MAT-005,ea,362,248
2025-02-11,MAT-005,ea,364,248
2025-02-12,MAT-005,ea,345,248
2025-02-13,MAT-005,ea,331,248
2025-02-14,MAT-005,ea,486,248
2025-02-15,MAT-005,ea,473,248
2025-02-16,MAT-005,ea,462,248
2025-02-17,MAT-005,ea,440,248
2025-02-18,MAT-005,ea,418,248
2025-02-19,MAT-005,ea,412,248
2025-02-20,MAT-005,ea,383,248
2025-02-21,MAT-005,ea,364,248
2025-02-22,MAT-005,ea,361,248
2025-02-23,MAT-005,ea,344,248
2025-02-24,MAT-005,ea,308,248
2025-02-25,MAT-005,ea,480,248
2025-02-26,MAT-005,ea,471,248
2025-02-27,MAT-005,ea,444,248
2025-02-28,MAT-005,ea,431,248
2025-03-01,MAT-005,ea,425,248
2025-03-02,MAT-005,ea,410,248
2025-03-03,MAT-005,ea,398,248
2025-03-04,MAT-005,ea,372,248
2025-03-05,MAT-005,ea,356,248
2025-03-06,MAT-005,ea,326,248
2025-03-07,MAT-005,ea,330,248
2025-03-08,MAT-005,ea,483,248
2025-03-09,MAT-005,ea,461,248
2025-03-10,MAT-005,ea,451,248
2025-03-11,MAT-005,ea,450,248
2025-03-12,MAT-005,ea,162,248
2025-03-13,MAT-005,ea,167,248
2025-03-14,MAT-005,ea,181,248
2025-03-15,MAT-005,ea,197,248
2025-03-16,MAT-005,ea,172,248
2025-03-17,MAT-005,ea,143,248
2025-03-18,MAT-005,ea,191,248
2025-03-19,MAT-005,ea,480,248
2025-03-20,MAT-005,ea,468,248
2025-03-21,MAT-005,ea,446,248
2025-03-22,MAT-005,ea,439,248
2025-03-23,MAT-005,ea,430,248
2025-03-24,MAT-005,ea,394,248
2025-03-25,MAT-005,ea,377,248
2025-03-26,MAT-005,ea,370,248
2025-03-27,MAT-005,ea,361,248
2025-03-28,MAT-005,ea,328,248
2025-03-29,MAT-005,ea,323,248
2025-03-30,MAT-005,ea,494,248
2025-03-31,MAT-005,ea,465,248
2025-01-01,MAT-006,kg,502.653,260.000
2025-01-02,MAT-006,kg,489.973,260.000
2025-01-03,MAT-006,kg,446.182,260.000
2025-01-04,MAT-006,kg,431.968,260.000
2025-01-05,MAT-006,kg,402.202,260.000
2025-01-06,MAT-006,kg,376.928,260.000
2025-01-07,MAT-006,kg,341.682,260.000
2025-01-08,MAT-006,kg,504.672,260.000
2025-01-09,MAT-006,kg,496.893,260.000
2025-01-10,MAT-006,kg,468.595,260.000
2025-01-11,MAT-006,kg,436.490,260.000
2025-01-12,MAT-006,kg,412.864,260.000
2025-01-13,MAT-006,kg,382.884,260.000
2025-01-14,MAT-006,kg,348.572,260.000
2025-01-15,MAT-006,kg,507.210,260.000
2025-01-16,MAT-006,kg,493.748,260.000
2025-01-17,MAT-006,kg,465.928,260.000
2025-01-18,MAT-006,kg,433.454,260.000
2025-01-19,MAT-006,kg,390.322,260.000
2025-01-20,MAT-006,kg,360.917,260.000
2025-01-21,MAT-006,kg,342.515,260.000
2025-01-22,MAT-006,kg,522.088,260.000
2025-01-23,MAT-006,kg,472.276,260.000
2025-01-24,MAT-006,kg,456.360,260.000
2025-01-25,MAT-006,kg,435.558,260.000
2025-01-26,MAT-006,kg,409.655,260.000
2025-01-27,MAT-006,kg,366.535,260.000
2025-01-28,MAT-006,kg,356.039,260.000
2025-01-29,MAT-006,kg,500.303,260.000
2025-01-30,MAT-006,kg,474.117,260.000
2025-01-31,MAT-006,kg,449.934,260.000
2025-02-01,MAT-006,kg,433.429,260.000
2025-02-02,MAT-006,kg,388.734,260.000
2025-02-03,MAT-006,kg,368.219,260.000
2025-02-04,MAT-006,kg,346.049,260.000
2025-02-05,MAT-006,kg,517.025,260.000
2025-02-06,MAT-006,kg,473.334,260.000
2025-02-07,MAT-006,kg,464.038,260.000
2025-02-08,MAT-006,kg,435.728,260.000
2025-02-09,MAT-006,kg,387.805,260.000
2025-02-10,MAT-006,kg,380.796,260.000
2025-02-11,MAT-006,kg,334.292,260.000
2025-02-12,MAT-006,kg,514.839,260.000
2025-02-13,MAT-006,kg,478.921,260.000
2025-02-14,MAT-006,kg,469.220,260.000
2025-02-15,MAT-006,kg,439.181,260.000
2025-02-16,MAT-006,kg,402.480,260.000
2025-02-17,MAT-006,kg,365.261,260.000
2025-02-18,MAT-006,kg,350.212,260.000
2025-02-19,MAT-006,kg,515.826,260.000
2025-02-20,MAT-006,kg,476.811,260.000
2025-02-21,MAT-006,kg,452.491,260.000
2025-02-22,MAT-006,kg,429.728,260.000
2025-02-23,MAT-006,kg,395.033,260.000
2025-02-24,MAT-006,kg,382.949,260.000
2025-02-25,MAT-006,kg,348.612,260.000
2025-02-26,MAT-006,kg,513.232,260.000
2025-02-27,MAT-006,kg,476.804,260.000
2025-02-28,MAT-006,kg,465.597,260.000
2025-03-01,MAT-006,kg,435.672,260.000
2025-03-02,MAT-006,kg,402.881,260.000
2025-03-03,MAT-006,kg,366.147,260.000
2025-03-04,MAT-006,kg,338.301,260.000
2025-03-05,MAT-006,kg,505.016,260.000
2025-03-06,MAT-006,kg,476.872,260.000
2025-03-07,MAT-006,kg,454.898,260.000
2025-03-08,MAT-006,kg,421.940,260.000
2025-03-09,MAT-006,kg,403.058,260.000
2025-03-10,MAT-006,kg,384.874,260.000
2025-03-11,MAT-006,kg,339.028,260.000
2025-03-12,MAT-006,kg,505.750,260.000
2025-03-13,MAT-006,kg,485.489,260.000
2025-03-14,MAT-006,kg,454.126,260.000
2025-03-15,MAT-006,kg,439.809,260.000
2025-03-16,MAT-006,kg,397.573,260.000
2025-03-17,MAT-006,kg,373.471,260.000
2025-03-18,MAT-006,kg,350.599,260.000
2025-03-19,MAT-006,kg,521.531,260.000
2025-03-20,MAT-006,kg,472.006,260.000
2025-03-21,MAT-006,kg,453.453,260.000
2025-03-22,MAT-006,kg,424.128,260.000
2025-03-23,MAT-006,kg,404.517,260.000
2025-03-24,MAT-006,kg,369.747,260.000
2025-03-25,MAT-006,kg,344.762,260.000
2025-03-26,MAT-006,kg,510.028,260.000
2025-03-27,MAT-006,kg,478.990,260.000
2025-03-28,MAT-006,kg,444.083,260.000
2025-03-29,MAT-006,kg,430.143,260.000
2025-03-30,MAT-006,kg,412.561,260.000
2025-03-31,MAT-006,kg,381.011,260.000
2025-01-01,MAT-007,m,537.261,272.000
2025-01-02,MAT-007,m,515.298,272.000
2025-01-03,MAT-007,m,475.455,272.000
2025-01-04,MAT-007,m,449.643,272.000
2025-01-05,MAT-007,m,423.749,272.000
2025-01-06,MAT-007,m,400.083,272.000
2025-01-07,MAT-007,m,374.282,272.000
2025-01-08,MAT-007,m,345.816,272.000
2025-01-09,MAT-007,m,541.991,272.000
2025-01-10,MAT-007,m,522.622,272.000
2025-01-11,MAT-007,m,497.407,272.000
2025-01-12,MAT-007,m,457.553,272.000
2025-01-13,MAT-007,m,442.549,272.000
2025-01-14,MAT-007,m,397.242,272.000
2025-01-15,MAT-007,m,387.892,272.000
2025-01-16,MAT-007,m,366.139,272.000
2025-01-17,MAT-007,m,540.865,272.000
2025-01-18,MAT-007,m,499.611,272.000
2025-01-19,MAT-007,m,471.550,272.000
2025-01-20,MAT-007,m,468.502,272.000
2025-01-21,MAT-007,m,431.926,272.000
2025-01-22,MAT-007,m,402.175,272.000
2025-01-23,MAT-007,m,373.470,272.000
2025-01-24,MAT-007,m,362.877,272.000
2025-01-25,MAT-007,m,542.360,272.000
2025-01-26,MAT-007,m,518.828,272.000
2025-01-27,MAT-007,m,496.466,272.000
2025-01-28,MAT-007,m,463.909,272.000
2025-01-29,MAT-007,m,435.092,272.000
2025-01-30,MAT-007,m,399.832,272.000
2025-01-31,MAT-007,m,389.259,272.000
2025-02-01,MAT-007,m,352.838,272.000
2025-02-02,MAT-007,m,544.675,272.000
2025-02-03,MAT-007,m,507.084,272.000
2025-02-04,MAT-007,m,483.695,272.000
2025-02-05,MAT-007,m,472.779,272.000
2025-02-06,MAT-007,m,442.582,272.000
2025-02-07,MAT-007,m,418.140,272.000
2025-02-08,MAT-007,m,373.288,272.000
2025-02-09,MAT-007,m,359.050,272.000
2025-02-10,MAT-007,m,541.335,272.000
2025-02-11,MAT-007,m,498.147,272.000
2025-02-12,MAT-007,m,472.153,272.000
2025-02-13,MAT-007,m,472.374,272.000
2025-02-14,MAT-007,m,432.016,272.000
2025-02-15,MAT-007,m,418.200,272.000
2025-02-16,MAT-007,m,394.282,272.000
2025-02-17,MAT-007,m,369.035,272.000
2025-02-18,MAT-007,m,540.975,272.000
2025-02-19,MAT-007,m,513.360,272.000
2025-02-20,MAT-007,m,476.278,272.000
2025-02-21,MAT-007,m,451.101,272.000
2025-02-22,MAT-007,m,432.410,272.000
2025-02-23,MAT-007,m,415.351,272.000
2025-02-24,MAT-007,m,394.577,272.000
2025-02-25,MAT-007,m,358.329,272.000
2025-02-26,MAT-007,m,527.301,272.000
2025-02-27,MAT-007,m,510.766,272.000
2025-02-28,MAT-007,m,482.285,272.000
2025-03-01,MAT-007,m,460.321,272.000
2025-03-02,MAT-007,m,434.463,272.000
2025-03-03,MAT-007,m,407.736,272.000
2025-03-04,MAT-007,m,391.733,272.000
2025-03-05,MAT-007,m,352.728,272.000
2025-03-06,MAT-007,m,539.623,272.000
2025-03-07,MAT-007,m,523.715,272.000
2025-03-08,MAT-007,m,490.099,272.000
2025-03-09,MAT-007,m,469.935,272.000
2025-03-10,MAT-007,m,426.268,272.000
2025-03-11,MAT-007,m,398.657,272.000
2025-03-12,MAT-007,m,374.764,272.000
2025-03-13,MAT-007,m,352.099,272.000
2025-03-14,MAT-007,m,544.670,272.000
2025-03-15,MAT-007,m,513.051,272.000
2025-03-16,MAT-007,m,474.465,272.000
2025-03-17,MAT-007,m,458.439,272.000
2025-03-18,MAT-007,m,441.846,272.000
2025-03-19,MAT-007,m,415.215,272.000
2025-03-20,MAT-007,m,385.722,272.000
2025-03-21,MAT-007,m,366.738,272.000
2025-03-22,MAT-007,m,527.449,272.000
