production_date,line_id,shift_id,order_id,product_id,qty_unit,good_qty,scrap_qty
2025-01-13,LINE-02,NIGHT,MO-013-02-2,PRD-008,ea,959,21
2025-01-13,LINE-03,DAY,MO-013-03-1,PRD-009,ea,1110,27
2025-01-13,LINE-03,NIGHT,MO-013-03-2,PRD-010,ea,1051,17
2025-01-14,LINE-01,DAY,MO-014-01-1,PRD-012,ea,1147,27
2025-01-14,LINE-01,NIGHT,MO-014-01-2,PRD-013,ea,987,22
2025-01-14,LINE-02,DAY,MO-014-02-1,PRD-014,ea,1236,16
2025-01-14,LINE-02,NIGHT,MO-014-02-2,PRD-015,ea,1154,36
2025-01-14,LINE-03,DAY,MO-014-03-1,PRD-016,ea,1232,23
2025-01-14,LINE-03,NIGHT,MO-014-03-2,PRD-017,ea,1216,31
2025-01-15,LINE-01,DAY,MO-015-01-1,PRD-019,ea,1244,34
2025-01-15,LINE-01,NIGHT,MO-015-01-2,PRD-020,ea,1187,24
2025-01-15,LINE-02,DAY,MO-015-02-1,PRD-001,ea,957,19
2025-01-15,LINE-02,NIGHT,MO-015-02-2,PRD-002,ea,904,25
2025-01-15,LINE-03,DAY,MO-015-03-1,PRD-003,ea,1076,25
2025-01-15,LINE-03,NIGHT,MO-015-03-2,PRD-004,ea,1010,28
2025-01-16,LINE-01,DAY,MO-016-01-1,PRD-006,ea,975,29
2025-01-16,LINE-01,NIGHT,MO-016-01-2,PRD-007,ea,962,28
2025-01-16,LINE-02,DAY,MO-016-02-1,PRD-008,ea,1131,14
2025-01-16,LINE-02,NIGHT,MO-016-02-2,PRD-009,ea,1043,19
2025-01-16,LINE-03,DAY,MO-016-03-1,PRD-010,ea,1181,36
2025-01-16,LINE-03,NIGHT,MO-016-03-2,PRD-011,ea,1030,30
2025-01-17,LINE-01,DAY,MO-017-01-1,PRD-013,ea,1084,14
2025-01-17,LINE-01,NIGHT,MO-017-01-2,PRD-014,ea,1092,28
2025-01-17,LINE-02,DAY,MO-017-02-1,PRD-015,ea,1260,37
2025-01-17,LINE-02,NIGHT,MO-017-02-2,PRD-016,ea,1106,16
2025-01-17,LINE-03,DAY,MO-017-03-1,PRD-017,ea,1253,31
2025-01-17,LINE-03,NIGHT,MO-017-03-2,PRD-018,ea,1151,35
2025-01-18,LINE-01,DAY,MO-018-01-1,PRD-020,ea,1174,18
2025-01-18,LINE-01,NIGHT,MO-018-01-2,PRD-001,ea,810,11
2025-01-18,LINE-02,DAY,MO-018-02-1,PRD-002,ea,1011,24
2025-01-18,LINE-02,NIGHT,MO-018-02-2,PRD-003,ea,860,24
2025-01-18,LINE-03,DAY,MO-018-03-1,PRD-004,ea,1033,18
2025-01-18,LINE-03,NIGHT,MO-018-03-2,PRD-005,ea,1008,28
2025-01-19,LINE-01,DAY,MO-019-01-1,PRD-007,ea,1052,15
2025-01-19,LINE-01,NIGHT,MO-019-01-2,PRD-008,ea,918,26
2025-01-19,LINE-02,DAY,MO-019-02-1,PRD-009,ea,1035,13
2025-01-19,LINE-02,NIGHT,MO-019-02-2,PRD-010,ea,1106,21
2025-01-19,LINE-03,DAY,MO-019-03-1,PRD-011,ea,1203,23
2025-01-19,LINE-03,NIGHT,MO-019-03-2,PRD-012,ea,1127,20
2025-01-20,LINE-01,DAY,MO-020-01-1,PRD-014,ea,1105,23
2025-01-20,LINE-01,NIGHT,MO-020-01-2,PRD-015,ea,1070,27
2025-01-20,LINE-02,DAY,MO-020-02-1,PRD-016,ea,1216,14
2025-01-20,LINE-02,NIGHT,MO-020-02-2,PRD-017,ea,1229,38
2025-01-20,LINE-03,DAY,MO-020-03-1,PRD-018,ea,1239,16
2025-01-20,LINE-03,NIGHT,MO-020-03-2,PRD-019,ea,1234,24
2025-01-21,LINE-01,DAY,MO-021-01-1,PRD-001,ea,895,25
2025-01-21,LINE-01,NIGHT,MO-021-01-2,PRD-002,ea,822,8
2025-01-21,LINE-02,DAY,MO-021-02-1,PRD-003,ea,993,22
2025-01-21,LINE-02,NIGHT,MO-021-02-2,PRD-004,ea,855,18
2025-01-21,LINE-03,DAY,MO-021-03-1,PRD-005,ea,1119,24
2025-01-21,LINE-03,NIGHT,MO-021-03-2,PRD-006,ea,983,22
2025-01-22,LINE-01,DAY,MO-022-01-1,PRD-008,ea,1050,25
2025-01-22,LINE-01,NIGHT,MO-022-01-2,PRD-009,ea,1030,22
2025-01-22,LINE-02,DAY,MO-022-02-1,PRD-010,ea,1104,16
2025-01-22,LINE-02,NIGHT,MO-022-02-2,PRD-011,ea,1063,16
2025-01-22,LINE-03,DAY,MO-022-03-1,PRD-012,ea,1205,18
2025-01-22,LINE-03,NIGHT,MO-022-03-2,PRD-013,ea,1140,18
2025-01-23,LINE-01,DAY,MO-023-01-1,PRD-015,ea,1144,25
2025-01-23,LINE-01,NIGHT,MO-023-01-2,PRD-016,ea,1126,23
2025-01-23,LINE-02,DAY,MO-023-02-1,PRD-017,ea,1200,33
2025-01-23,LINE-02,NIGHT,MO-023-02-2,PRD-018,ea,1164,13
2025-01-23,LINE-03,DAY,MO-023-03-1,PRD-019,ea,1281,20
2025-01-23,LINE-03,NIGHT,MO-023-03-2,PRD-020,ea,1308,20
2025-01-24,LINE-01,DAY,MO-024-01-1,PRD-002,ea,915,23
2025-01-24,LINE-01,NIGHT,MO-024-01-2,PRD-003,ea,904,9
2025-01-24,LINE-02,DAY,MO-024-02-1,PRD-004,ea,989,28
2025-01-24,LINE-02,NIGHT,MO-024-02-2,PRD-005,ea,875,17
2025-01-24,LINE-03,DAY,MO-024-03-1,PRD-006,ea,1043,27
2025-01-24,LINE-03,NIGHT,MO-024-03-2,PRD-007,ea,1098,15
2025-01-25,LINE-01,DAY,MO-025-01-1,PRD-009,ea,1073,28
2025-01-25,LINE-01,NIGHT,MO-025-01-2,PRD-010,ea,917,12
2025-01-25,LINE-02,DAY,MO-025-02-1,PRD-011,ea,1092,21
2025-01-25,LINE-02,NIGHT,MO-025-02-2,PRD-012,ea,1104,19
2025-01-25,LINE-03,DAY,MO-025-03-1,PRD-013,ea,1264,38
2025-01-25,LINE-03,NIGHT,MO-025-03-2,PRD-014,ea,1176,25
2025-01-26,LINE-01,DAY,MO-026-01-1,PRD-016,ea,1173,36
2025-01-26,LINE-01,NIGHT,MO-026-01-2,PRD-017,ea,1073,31
2025-01-26,LINE-02,DAY,MO-026-02-1,PRD-018,ea,886,21
2025-01-26,LINE-02,NIGHT,MO-026-02-2,PRD-019,ea,884,12
2025-01-26,LINE-03,DAY,MO-026-03-1,PRD-020,ea,1372,41
2025-01-26,LINE-03,NIGHT,MO-026-03-2,PRD-001,ea,966,18
2025-01-27,LINE-01,DAY,MO-027-01-1,PRD-003,ea,955,17
2025-01-27,LINE-01,NIGHT,MO-027-01-2,PRD-004,ea,921,28
2025-01-27,LINE-02,DAY,MO-027-02-1,PRD-005,ea,823,18
2025-01-27,LINE-02,NIGHT,MO-027-02-2,PRD-006,ea,680,11
2025-01-27,LINE-03,DAY,MO-027-03-1,PRD-007,ea,1050,24
2025-01-27,LINE-03,NIGHT,MO-027-03-2,PRD-008,ea,1049,15
2025-01-28,LINE-01,DAY,MO-028-01-1,PRD-010,ea,1056,22
2025-01-28,LINE-01,NIGHT,MO-028-01-2,PRD-011,ea,1009,25
2025-01-28,LINE-02,DAY,MO-028-02-1,PRD-012,ea,839,12
2025-01-28,LINE-02,NIGHT,MO-028-02-2,PRD-013,ea,816,13
2025-01-28,LINE-03,DAY,MO-028-03-1,PRD-014,ea,1349,15
2025-01-28,LINE-03,NIGHT,MO-028-03-2,PRD-015,ea,1169,35
2025-01-29,LINE-01,DAY,MO-029-01-1,PRD-017,ea,1249,37
2025-01-29,LINE-01,NIGHT,MO-029-01-2,PRD-018,ea,1134,14
2025-01-29,LINE-02,DAY,MO-029-02-1,PRD-019,ea,948,25
2025-01-29,LINE-02,NIGHT,MO-029-02-2,PRD-020,ea,958,23
2025-01-29,LINE-03,DAY,MO-029-03-1,PRD-001,ea,974,11
2025-01-29,LINE-03,NIGHT,MO-029-03-2,PRD-002,ea,973,22
2025-01-30,LINE-01,DAY,MO-030-01-1,PRD-004,ea,1041,15
2025-01-30,LINE-01,NIGHT,MO-030-01-2,PRD-005,ea,898,17
2025-01-30,LINE-02,DAY,MO-030-02-1,PRD-006,ea,821,15
2025-01-30,LINE-02,NIGHT,MO-030-02-2,PRD-007,ea,742,21
2025-01-30,LINE-03,DAY,MO-030-03-1,PRD-008,ea,1074,33
2025-01-30,LINE-03,NIGHT,MO-030-03-2,PRD-009,ea,1015,28
2025-01-31,LINE-01,DAY,MO-031-01-1,PRD-011,ea,1117,23
2025-01-31,LINE-01,NIGHT,MO-031-01-2,PRD-012,ea,1072,21
2025-01-31,LINE-02,DAY,MO-031-02-1,PRD-013,ea,887,16
2025-01-31,LINE-02,NIGHT,MO-031-02-2,PRD-014,ea,779,15
2025-01-31,LINE-03,DAY,MO-031-03-1,PRD-015,ea,1277,35
2025-01-31,LINE-03,NIGHT,MO-031-03-2,PRD-016,ea,1201,14
2025-02-01,LINE-01,DAY,MO-032-01-1,PRD-018,ea,1135,25
2025-02-01,LINE-01,NIGHT,MO-032-01-2,PRD-019,ea,1086,16
2025-02-01,LINE-02,DAY,MO-032-02-1,PRD-020,ea,979,27
2025-02-01,LINE-02,NIGHT,MO-032-02-2,PRD-001,ea,626,12
2025-02-01,LINE-03,DAY,MO-032-03-1,PRD-002,ea,1008,16
2025-02-01,LINE-03,NIGHT,MO-032-03-2,PRD-003,ea,958,19
2025-02-02,LINE-01,DAY,MO-033-01-1,PRD-005,ea,997,30
2025-02-02,LINE-01,NIGHT,MO-033-01-2,PRD-006,ea,900,25
2025-02-02,LINE-02,DAY,MO-033-02-1,PRD-007,ea,1070,23
2025-02-02,LINE-02,NIGHT,MO-033-02-2,PRD-008,ea,945,22
2025-02-02,LINE-03,DAY,MO-033-03-1,PRD-009,ea,1157,16
2025-02-02,LINE-03,NIGHT,MO-033-03-2,PRD-010,ea,1168,14
2025-02-03,LINE-01,DAY,MO-034-01-1,PRD-012,ea,1115,31
2025-02-03,LINE-01,NIGHT,MO-034-01-2,PRD-013,ea,1038,29
2025-02-03,LINE-02,DAY,MO-034-02-1,PRD-014,ea,1195,33
2025-02-03,LINE-02,NIGHT,MO-034-02-2,PRD-015,ea,1099,17
2025-02-03,LINE-03,DAY,MO-034-03-1,PRD-016,ea,1224,31
2025-02-03,LINE-03,NIGHT,MO-034-03-2,PRD-017,ea,1189,35
2025-02-04,LINE-01,DAY,MO-035-01-1,PRD-019,ea,1290,20
2025-02-04,LINE-01,NIGHT,MO-035-01-2,PRD-020,ea,1211,25
2025-02-04,LINE-02,DAY,MO-035-02-1,PRD-001,ea,1021,13
2025-02-04,LINE-02,NIGHT,MO-035-02-2,PRD-002,ea,907,19
2025-02-04,LINE-03,DAY,MO-035-03-1,PRD-003,ea,1033,20
2025-02-04,LINE-03,NIGHT,MO-035-03-2,PRD-004,ea,989,26
2025-02-05,LINE-01,DAY,MO-036-01-1,PRD-006,ea,1041,19
2025-02-05,LINE-01,NIGHT,MO-036-01-2,PRD-007,ea,929,25
2025-02-05,LINE-02,DAY,MO-036-02-1,PRD-008,ea,1124,17
2025-02-05,LINE-02,NIGHT,MO-036-02-2,PRD-009,ea,1040,24
2025-02-05,LINE-03,DAY,MO-036-03-1,PRD-010,ea,1122,22
2025-02-05,LINE-03,NIGHT,MO-036-03-2,PRD-011,ea,1063,33
2025-02-06,LINE-01,DAY,MO-037-01-1,PRD-013,ea,1114,21
2025-02-06,LINE-01,NIGHT,MO-037-01-2,PRD-014,ea,1121,28
2025-02-06,LINE-02,DAY,MO-037-02-1,PRD-015,ea,1194,25
2025-02-06,LINE-02,NIGHT,MO-037-02-2,PRD-016,ea,1171,15
2025-02-06,LINE-03,DAY,MO-037-03-1,PRD-017,ea,1349,15
2025-02-06,LINE-03,NIGHT,MO-037-03-2,PRD-018,ea,1235,23
2025-02-07,LINE-01,DAY,MO-038-01-1,PRD-020,ea,1258,17
2025-02-07,LINE-01,NIGHT,MO-038-01-2,PRD-001,ea,889,14
2025-02-07,LINE-02,DAY,MO-038-02-1,PRD-002,ea,995,12
2025-02-07,LINE-02,NIGHT,MO-038-02-2,PRD-003,ea,881,15
2025-02-07,LINE-03,DAY,MO-038-03-1,PRD-004,ea,1070,19
2025-02-07,LINE-03,NIGHT,MO-038-03-2,PRD-005,ea,1025,29
2025-02-08,LINE-01,DAY,MO-039-01-1,PRD-007,ea,1016,11
2025-02-08,LINE-01,NIGHT,MO-039-01-2,PRD-008,ea,893,11
2025-02-08,LINE-02,DAY,MO-039-02-1,PRD-009,ea,1047,28
2025-02-08,LINE-02,NIGHT,MO-039-02-2,PRD-010,ea,1058,15
2025-02-08,LINE-03,DAY,MO-039-03-1,PRD-011,ea,1165,34
2025-02-08,LINE-03,NIGHT,MO-039-03-2,PRD-012,ea,1054,30
2025-02-09,LINE-01,DAY,MO-040-01-1,PRD-014,ea,1079,18
2025-02-09,LINE-01,NIGHT,MO-040-01-2,PRD-015,ea,1077,13
2025-02-09,LINE-02,DAY,MO-040-02-1,PRD-016,ea,1204,23
2025-02-09,LINE-02,NIGHT,MO-040-02-2,PRD-017,ea,1235,22
2025-02-09,LINE-03,DAY,MO-040-03-1,PRD-018,ea,1319,33
2025-02-09,LINE-03,NIGHT,MO-040-03-2,PRD-019,ea,1308,23
2025-02-10,LINE-01,DAY,MO-041-01-1,PRD-001,ea,871,14
2025-02-10,LINE-01,NIGHT,MO-041-01-2,PRD-002,ea,808,11
2025-02-10,LINE-02,DAY,MO-041-02-1,PRD-003,ea,1024,25
2025-02-10,LINE-02,NIGHT,MO-041-02-2,PRD-004,ea,922,25
2025-02-10,LINE-03,DAY,MO-041-03-1,PRD-005,ea,1050,24
2025-02-10,LINE-03,NIGHT,MO-041-03-2,PRD-006,ea,992,13
2025-02-11,LINE-01,DAY,MO-042-01-1,PRD-008,ea,1029,28
2025-02-11,LINE-01,NIGHT,MO-042-01-2,PRD-009,ea,1014,24
2025-02-11,LINE-02,DAY,MO-042-02-1,PRD-010,ea,1141,14
2025-02-11,LINE-02,NIGHT,MO-042-02-2,PRD-011,ea,994,22
2025-02-11,LINE-03,DAY,MO-042-03-1,PRD-012,ea,1242,28
2025-02-11,LINE-03,NIGHT,MO-042-03-2,PRD-013,ea,1169,30
2025-02-12,LINE-01,DAY,MO-043-01-1,PRD-015,ea,1123,24
2025-02-12,LINE-01,NIGHT,MO-043-01-2,PRD-016,ea,1083,16
2025-02-12,LINE-02,DAY,MO-043-02-1,PRD-017,ea,1250,36
2025-02-12,LINE-02,NIGHT,MO-043-02-2,PRD-018,ea,1132,34
2025-02-12,LINE-03,DAY,MO-043-03-1,PRD-019,ea,1316,35
2025-02-12,LINE-03,NIGHT,MO-043-03-2,PRD-020,ea,1305,34
2025-02-13,LINE-01,DAY,MO-044-01-1,PRD-002,ea,917,22
2025-02-13,LINE-01,NIGHT,MO-044-01-2,PRD-003,ea,867,17
2025-02-13,LINE-02,DAY,MO-044-02-1,PRD-004,ea,1020,25
2025-02-13,LINE-02,NIGHT,MO-044-02-2,PRD-005,ea,955,26
2025-02-13,LINE-03,DAY,MO-044-03-1,PRD-006,ea,1075,22
2025-02-13,LINE-03,NIGHT,MO-044-03-2,PRD-007,ea,1050,25
2025-02-14,LINE-01,DAY,MO-045-01-1,PRD-009,ea,1081,31
2025-02-14,LINE-01,NIGHT,MO-045-01-2,PRD-010,ea,980,17
2025-02-14,LINE-02,DAY,MO-045-02-1,PRD-011,ea,1103,25
2025-02-14,LINE-02,NIGHT,MO-045-02-2,PRD-012,ea,999,22
2025-02-14,LINE-03,DAY,MO-045-03-1,PRD-013,ea,1294,18
2025-02-14,LINE-03,NIGHT,MO-045-03-2,PRD-014,ea,1228,21
2025-02-15,LINE-01,DAY,MO-046-01-1,PRD-016,ea,1192,19
2025-02-15,LINE-01,NIGHT,MO-046-01-2,PRD-017,ea,1139,18
2025-02-15,LINE-02,DAY,MO-046-02-1,PRD-018,ea,1191,34
2025-02-15,LINE-02,NIGHT,MO-046-02-2,PRD-019,ea,1226,29
2025-02-15,LINE-03,DAY,MO-046-03-1,PRD-020,ea,1400,18
2025-02-15,LINE-03,NIGHT,MO-046-03-2,PRD-001,ea,941,25
2025-02-16,LINE-01,DAY,MO-047-01-1,PRD-003,ea,964,12
2025-02-16,LINE-01,NIGHT,MO-047-01-2,PRD-004,ea,873,26
2025-02-16,LINE-02,DAY,MO-047-02-1,PRD-005,ea,980,12
2025-02-16,LINE-02,NIGHT,MO-047-02-2,PRD-006,ea,945,24
2025-02-16,LINE-03,DAY,MO-047-03-1,PRD-007,ea,1085,23
2025-02-16,LINE-03,NIGHT,MO-047-03-2,PRD-008,ea,988,18
2025-02-17,LINE-01,DAY,MO-048-01-1,PRD-010,ea,1060,23
2025-02-17,LINE-01,NIGHT,MO-048-01-2,PRD-011,ea,1043,19
2025-02-17,LINE-02,DAY,MO-048-02-1,PRD-012,ea,1192,16
2025-02-17,LINE-02,NIGHT,MO-048-02-2,PRD-013,ea,1086,20
2025-02-17,LINE-03,DAY,MO-048-03-1,PRD-014,ea,1168,21
2025-02-17,LINE-03,NIGHT,MO-048-03-2,PRD-015,ea,1184,27
2025-02-18,LINE-01,DAY,MO-049-01-1,PRD-017,ea,1261,29
2025-02-18,LINE-01,NIGHT,MO-049-01-2,PRD-018,ea,1100,23
2025-02-18,LINE-02,DAY,MO-049-02-1,PRD-019,ea,1339,19
2025-02-18,LINE-02,NIGHT,MO-049-02-2,PRD-020,ea,1260,34
2025-02-18,LINE-03,DAY,MO-049-03-1,PRD-001,ea,1036,13
2025-02-18,LINE-03,NIGHT,MO-049-03-2,PRD-002,ea,944,21
2025-02-19,LINE-01,DAY,MO-050-01-1,PRD-004,ea,938,29
2025-02-19,LINE-01,NIGHT,MO-050-01-2,PRD-005,ea,837,26
2025-02-19,LINE-02,DAY,MO-050-02-1,PRD-006,ea,1084,28
2025-02-19,LINE-02,NIGHT,MO-050-02-2,PRD-007,ea,1057,16
2025-02-19,LINE-03,DAY,MO-050-03-1,PRD-008,ea,1130,24
2025-02-19,LINE-03,NIGHT,MO-050-03-2,PRD-009,ea,1057,17
2025-02-20,LINE-01,DAY,MO-051-01-1,PRD-011,ea,1081,31
2025-02-20,LINE-01,NIGHT,MO-051-01-2,PRD-012,ea,984,23
2025-02-20,LINE-02,DAY,MO-051-02-1,PRD-013,ea,1152,26
2025-02-20,LINE-02,NIGHT,MO-051-02-2,PRD-014,ea,1103,33
2025-02-20,LINE-03,DAY,MO-051-03-1,PRD-015,ea,1354,31
2025-02-20,LINE-03,NIGHT,MO-051-03-2,PRD-016,ea,1203,35
2025-02-21,LINE-01,DAY,MO-052-01-1,PRD-018,ea,1236,17
2025-02-21,LINE-01,NIGHT,MO-052-01-2,PRD-019,ea,1080,18
2025-02-21,LINE-02,DAY,MO-052-02-1,PRD-020,ea,1268,32
2025-02-21,LINE-02,NIGHT,MO-052-02-2,PRD-001,ea,888,11
2025-02-21,LINE-03,DAY,MO-052-03-1,PRD-002,ea,1019,14
2025-02-21,LINE-03,NIGHT,MO-052-03-2,PRD-003,ea,930,10
2025-02-22,LINE-01,DAY,MO-053-01-1,PRD-005,ea,946,27
2025-02-22,LINE-01,NIGHT,MO-053-01-2,PRD-006,ea,831,24
2025-02-22,LINE-02,DAY,MO-053-02-1,PRD-007,ea,1089,26
2025-02-22,LINE-02,NIGHT,MO-053-02-2,PRD-008,ea,987,10
2025-02-22,LINE-03,DAY,MO-053-03-1,PRD-009,ea,1108,17
2025-02-22,LINE-03,NIGHT,MO-053-03-2,PRD-010,ea,1119,26
2025-02-23,LINE-01,DAY,MO-054-01-1,PRD-012,ea,1103,12
2025-02-23,LINE-01,NIGHT,MO-054-01-2,PRD-013,ea,999,20
2025-02-23,LINE-02,DAY,MO-054-02-1,PRD-014,ea,1199,21
2025-02-23,LINE-02,NIGHT,MO-054-02-2,PRD-015,ea,1175,35
2025-02-23,LINE-03,DAY,MO-054-03-1,PRD-016,ea,1283,24
2025-02-23,LINE-03,NIGHT,MO-054-03-2,PRD-017,ea,1229,26
2025-02-24,LINE-01,DAY,MO-055-01-1,PRD-019,ea,1161,36
2025-02-24,LINE-01,NIGHT,MO-055-01-2,PRD-020,ea,1170,18
2025-02-24,LINE-02,DAY,MO-055-02-1,PRD-001,ea,972,14
2025-02-24,LINE-02,NIGHT,MO-055-02-2,PRD-002,ea,860,25
2025-02-24,LINE-03,DAY,MO-055-03-1,PRD-003,ea,1048,17
2025-02-24,LINE-03,NIGHT,MO-055-03-2,PRD-004,ea,1032,13
2025-02-25,LINE-01,DAY,MO-056-01-1,PRD-006,ea,1031,24
2025-02-25,LINE-01,NIGHT,MO-056-01-2,PRD-007,ea,890,26
2025-02-25,LINE-02,DAY,MO-056-02-1,PRD-008,ea,1108,29
2025-02-25,LINE-02,NIGHT,MO-056-02-2,PRD-009,ea,1007,31
2025-02-25,LINE-03,DAY,MO-056-03-1,PRD-010,ea,1154,18
2025-02-25,LINE-03,NIGHT,MO-056-03-2,PRD-011,ea,1170,12
2025-02-26,LINE-01,DAY,MO-057-01-1,PRD-013,ea,1188,18
2025-02-26,LINE-01,NIGHT,MO-057-01-2,PRD-014,ea,1104,18
2025-02-26,LINE-02,DAY,MO-057-02-1,PRD-015,ea,1273,25
2025-02-26,LINE-02,NIGHT,MO-057-02-2,PRD-016,ea,1108,16
2025-02-26,LINE-03,DAY,MO-057-03-1,PRD-017,ea,1213,27
2025-02-26,LINE-03,NIGHT,MO-057-03-2,PRD-018,ea,1161,31
