production_date,line_id,shift_id,order_id,product_id,qty_unit,planned_qty,planned_production_minutes
2025-01-04,LINE-03,DAY,MO-004-03-1,PRD-006,ea,1112,480.000
2025-01-04,LINE-03,NIGHT,MO-004-03-2,PRD-007,ea,1064,480.000
2025-01-05,LINE-01,DAY,MO-005-01-1,PRD-009,ea,1066,480.000
2025-01-05,LINE-01,NIGHT,MO-005-01-2,PRD-010,ea,1022,480.000
2025-01-05,LINE-02,DAY,MO-005-02-1,PRD-011,ea,1171,480.000
2025-01-05,LINE-02,NIGHT,MO-005-02-2,PRD-012,ea,1079,480.000
2025-01-05,LINE-03,DAY,MO-005-03-1,PRD-013,ea,1246,480.000
2025-01-05,LINE-03,NIGHT,MO-005-03-2,PRD-014,ea,1172,480.000
2025-01-06,LINE-01,DAY,MO-006-01-1,PRD-016,ea,1201,480.000
2025-01-06,LINE-01,NIGHT,MO-006-01-2,PRD-017,ea,1143,480.000
2025-01-06,LINE-02,DAY,MO-006-02-1,PRD-018,ea,1308,480.000
2025-01-06,LINE-02,NIGHT,MO-006-02-2,PRD-019,ea,1198,480.000
2025-01-06,LINE-03,DAY,MO-006-03-1,PRD-020,ea,1370,480.000
2025-01-06,LINE-03,NIGHT,MO-006-03-2,PRD-001,ea,953,480.000
2025-01-07,LINE-01,DAY,MO-007-01-1,PRD-003,ea,963,480.000
2025-01-07,LINE-01,NIGHT,MO-007-01-2,PRD-004,ea,889,480.000
2025-01-07,LINE-02,DAY,MO-007-02-1,PRD-005,ea,1055,480.000
2025-01-07,LINE-02,NIGHT,MO-007-02-2,PRD-006,ea,1007,480.000
2025-01-07,LINE-03,DAY,MO-007-03-1,PRD-007,ea,1190,480.000
2025-01-07,LINE-03,NIGHT,MO-007-03-2,PRD-008,ea,1102,480.000
2025-01-08,LINE-01,DAY,MO-008-01-1,PRD-010,ea,1069,480.000
2025-01-08,LINE-01,NIGHT,MO-008-01-2,PRD-011,ea,1036,480.000
2025-01-08,LINE-02,DAY,MO-008-02-1,PRD-012,ea,1192,480.000
2025-01-08,LINE-02,NIGHT,MO-008-02-2,PRD-013,ea,1113,480.000
2025-01-08,LINE-03,DAY,MO-008-03-1,PRD-014,ea,1317,480.000
2025-01-08,LINE-03,NIGHT,MO-008-03-2,PRD-015,ea,1177,480.000
2025-01-09,LINE-01,DAY,MO-009-01-1,PRD-017,ea,1256,480.000
2025-01-09,LINE-01,NIGHT,MO-009-01-2,PRD-018,ea,1173,480.000
2025-01-09,LINE-02,DAY,MO-009-02-1,PRD-019,ea,1294,480.000
2025-01-09,LINE-02,NIGHT,MO-009-02-2,PRD-020,ea,1259,480.000
2025-01-09,LINE-03,DAY,MO-009-03-1,PRD-001,ea,1055,480.000
2025-01-09,LINE-03,NIGHT,MO-009-03-2,PRD-002,ea,992,480.000
2025-01-10,LINE-01,DAY,MO-010-01-1,PRD-004,ea,961,480.000
2025-01-10,LINE-01,NIGHT,MO-010-01-2,PRD-005,ea,945,480.000
2025-01-10,LINE-02,DAY,MO-010-02-1,PRD-006,ea,1091,480.000
2025-01-10,LINE-02,NIGHT,MO-010-02-2,PRD-007,ea,1026,480.000
2025-01-10,LINE-03,DAY,MO-010-03-1,PRD-008,ea,1152,480.000
2025-01-10,LINE-03,NIGHT,MO-010-03-2,PRD-009,ea,1098,480.000
2025-01-11,LINE-01,DAY,MO-011-01-1,PRD-011,ea,1152,480.000
2025-01-11,LINE-01,NIGHT,MO-011-01-2,PRD-012,ea,1019,480.000
2025-01-11,LINE-02,DAY,MO-011-02-1,PRD-013,ea,1236,480.000
2025-01-11,LINE-02,NIGHT,MO-011-02-2,PRD-014,ea,1133,480.000
2025-01-11,LINE-03,DAY,MO-011-03-1,PRD-015,ea,1271,480.000
2025-01-11,LINE-03,NIGHT,MO-011-03-2,PRD-016,ea,1208,480.000
2025-01-12,LINE-01,DAY,MO-012-01-1,PRD-018,ea,1215,480.000
2025-01-12,LINE-01,NIGHT,MO-012-01-2,PRD-019,ea,1160,480.000
2025-01-12,LINE-02,DAY,MO-012-02-1,PRD-020,ea,1334,480.000
2025-01-12,LINE-02,NIGHT,MO-012-02-2,PRD-001,ea,894,480.000
2025-01-12,LINE-03,DAY,MO-012-03-1,PRD-002,ea,1086,480.000
2025-01-12,LINE-03,NIGHT,MO-012-03-2,PRD-003,ea,974,480.000
2025-01-13,LINE-01,DAY,MO-013-01-1,PRD-005,ea,1007,480.000
2025-01-13,LINE-01,NIGHT,MO-013-01-2,PRD-006,ea,939,480.000
2025-01-13,LINE-02,DAY,MO-013-02-1,PRD-007,ea,1069,480.000
2025-01-13,LINE-02,NIGHT,MO-013-02-2,PRD-008,ea,1028,480.000
2025-01-13,LINE-03,DAY,MO-013-03-1,PRD-009,ea,1170,480.000
2025-01-13,LINE-03,NIGHT,MO-013-03-2,PRD-010,ea,1110,480.000
2025-01-14,LINE-01,DAY,MO-014-01-1,PRD-012,ea,1135,480.000
2025-01-14,LINE-01,NIGHT,MO-014-01-2,PRD-013,ea,1045,480.000
2025-01-14,LINE-02,DAY,MO-014-02-1,PRD-014,ea,1220,480.000
2025-01-14,LINE-02,NIGHT,MO-014-02-2,PRD-015,ea,1151,480.000
2025-01-14,LINE-03,DAY,MO-014-03-1,PRD-016,ea,1329,480.000
2025-01-14,LINE-03,NIGHT,MO-014-03-2,PRD-017,ea,1229,480.000
2025-01-15,LINE-01,DAY,MO-015-01-1,PRD-019,ea,1235,480.000
2025-01-15,LINE-01,NIGHT,MO-015-01-2,PRD-020,ea,1224,480.000
2025-01-15,LINE-02,DAY,MO-015-02-1,PRD-001,ea,991,480.000
2025-01-15,LINE-02,NIGHT,MO-015-02-2,PRD-002,ea,925,480.000
2025-01-15,LINE-03,DAY,MO-015-03-1,PRD-003,ea,1097,480.000
2025-01-15,LINE-03,NIGHT,MO-015-03-2,PRD-004,ea,1001,480.000
2025-01-16,LINE-01,DAY,MO-016-01-1,PRD-006,ea,1006,480.000
2025-01-16,LINE-01,NIGHT,MO-016-01-2,PRD-007,ea,979,480.000
2025-01-16,LINE-02,DAY,MO-016-02-1,PRD-008,ea,1103,480.000
2025-01-16,LINE-02,NIGHT,MO-016-02-2,PRD-009,ea,1049,480.000
2025-01-16,LINE-03,DAY,MO-016-03-1,PRD-010,ea,1220,480.000
2025-01-16,LINE-03,NIGHT,MO-016-03-2,PRD-011,ea,1117,480.000
2025-01-17,LINE-01,DAY,MO-017-01-1,PRD-013,ea,1149,480.000
2025-01-17,LINE-01,NIGHT,MO-017-01-2,PRD-014,ea,1084,480.000
2025-01-17,LINE-02,DAY,MO-017-02-1,PRD-015,ea,1271,480.000
2025-01-17,LINE-02,NIGHT,MO-017-02-2,PRD-016,ea,1161,480.000
2025-01-17,LINE-03,DAY,MO-017-03-1,PRD-017,ea,1311,480.000
2025-01-17,LINE-03,NIGHT,MO-017-03-2,PRD-018,ea,1231,480.000
2025-01-18,LINE-01,DAY,MO-018-01-1,PRD-020,ea,1251,480.000
2025-01-18,LINE-01,NIGHT,MO-018-01-2,PRD-001,ea,833,480.000
2025-01-18,LINE-02,DAY,MO-018-02-1,PRD-002,ea,1029,480.000
2025-01-18,LINE-02,NIGHT,MO-018-02-2,PRD-003,ea,935,480.000
2025-01-18,LINE-03,DAY,MO-018-03-1,PRD-004,ea,1112,480.000
2025-01-18,LINE-03,NIGHT,MO-018-03-2,PRD-005,ea,1035,480.000
2025-01-19,LINE-01,DAY,MO-019-01-1,PRD-007,ea,1062,480.000
2025-01-19,LINE-01,NIGHT,MO-019-01-2,PRD-008,ea,975,480.000
2025-01-19,LINE-02,DAY,MO-019-02-1,PRD-009,ea,1107,480.000
2025-01-19,LINE-02,NIGHT,MO-019-02-2,PRD-010,ea,1102,480.000
2025-01-19,LINE-03,DAY,MO-019-03-1,PRD-011,ea,1198,480.000
2025-01-19,LINE-03,NIGHT,MO-019-03-2,PRD-012,ea,1178,480.000
2025-01-20,LINE-01,DAY,MO-020-01-1,PRD-014,ea,1190,480.000
2025-01-20,LINE-01,NIGHT,MO-020-01-2,PRD-015,ea,1097,480.000
2025-01-20,LINE-02,DAY,MO-020-02-1,PRD-016,ea,1266,480.000
2025-01-20,LINE-02,NIGHT,MO-020-02-2,PRD-017,ea,1220,480.000
2025-01-20,LINE-03,DAY,MO-020-03-1,PRD-018,ea,1328,480.000
2025-01-20,LINE-03,NIGHT,MO-020-03-2,PRD-019,ea,1276,480.000
2025-01-21,LINE-01,DAY,MO-021-01-1,PRD-001,ea,952,480.000
2025-01-21,LINE-01,NIGHT,MO-021-01-2,PRD-002,ea,869,480.000
2025-01-21,LINE-02,DAY,MO-021-02-1,PRD-003,ea,1060,480.000
2025-01-21,LINE-02,NIGHT,MO-021-02-2,PRD-004,ea,925,480.000
2025-01-21,LINE-03,DAY,MO-021-03-1,PRD-005,ea,1142,480.000
2025-01-21,LINE-03,NIGHT,MO-021-03-2,PRD-006,ea,1050,480.000
2025-01-22,LINE-01,DAY,MO-022-01-1,PRD-008,ea,1040,480.000
2025-01-22,LINE-01,NIGHT,MO-022-01-2,PRD-009,ea,1020,480.000
2025-01-22,LINE-02,DAY,MO-022-02-1,PRD-010,ea,1153,480.000
2025-01-22,LINE-02,NIGHT,MO-022-02-2,PRD-011,ea,1093,480.000
2025-01-22,LINE-03,DAY,MO-022-03-1,PRD-012,ea,1226,480.000
2025-01-22,LINE-03,NIGHT,MO-022-03-2,PRD-013,ea,1186,480.000
2025-01-23,LINE-01,DAY,MO-023-01-1,PRD-015,ea,1193,480.000
2025-01-23,LINE-01,NIGHT,MO-023-01-2,PRD-016,ea,1127,480.000
2025-01-23,LINE-02,DAY,MO-023-02-1,PRD-017,ea,1294,480.000
2025-01-23,LINE-02,NIGHT,MO-023-02-2,PRD-018,ea,1239,480.000
2025-01-23,LINE-03,DAY,MO-023-03-1,PRD-019,ea,1364,480.000
2025-01-23,LINE-03,NIGHT,MO-023-03-2,PRD-020,ea,1301,480.000
2025-01-24,LINE-01,DAY,MO-024-01-1,PRD-002,ea,986,480.000
2025-01-24,LINE-01,NIGHT,MO-024-01-2,PRD-003,ea,905,480.000
2025-01-24,LINE-02,DAY,MO-024-02-1,PRD-004,ea,1068,480.000
2025-01-24,LINE-02,NIGHT,MO-024-02-2,PRD-005,ea,946,480.000
2025-01-24,LINE-03,DAY,MO-024-03-1,PRD-006,ea,1119,480.000
2025-01-24,LINE-03,NIGHT,MO-024-03-2,PRD-007,ea,1075,480.000
2025-01-25,LINE-01,DAY,MO-025-01-1,PRD-009,ea,1076,480.000
2025-01-25,LINE-01,NIGHT,MO-025-01-2,PRD-010,ea,981,480.000
2025-01-25,LINE-02,DAY,MO-025-02-1,PRD-011,ea,1142,480.000
2025-01-25,LINE-02,NIGHT,MO-025-02-2,PRD-012,ea,1091,480.000
2025-01-25,LINE-03,DAY,MO-025-03-1,PRD-013,ea,1295,480.000
2025-01-25,LINE-03,NIGHT,MO-025-03-2,PRD-014,ea,1189,480.000
2025-01-26,LINE-01,DAY,MO-026-01-1,PRD-016,ea,1182,480.000
2025-01-26,LINE-01,NIGHT,MO-026-01-2,PRD-017,ea,1169,480.000
2025-01-26,LINE-02,DAY,MO-026-02-1,PRD-018,ea,1318,480.000
2025-01-26,LINE-02,NIGHT,MO-026-02-2,PRD-019,ea,1238,480.000
2025-01-26,LINE-03,DAY,MO-026-03-1,PRD-020,ea,1367,480.000
2025-01-26,LINE-03,NIGHT,MO-026-03-2,PRD-001,ea,956,480.000
2025-01-27,LINE-01,DAY,MO-027-01-1,PRD-003,ea,963,480.000
2025-01-27,LINE-01,NIGHT,MO-027-01-2,PRD-004,ea,922,480.000
2025-01-27,LINE-02,DAY,MO-027-02-1,PRD-005,ea,1079,480.000
2025-01-27,LINE-02,NIGHT,MO-027-02-2,PRD-006,ea,983,480.000
2025-01-27,LINE-03,DAY,MO-027-03-1,PRD-007,ea,1129,480.000
2025-01-27,LINE-03,NIGHT,MO-027-03-2,PRD-008,ea,1111,480.000
2025-01-28,LINE-01,DAY,MO-028-01-1,PRD-010,ea,1101,480.000
2025-01-28,LINE-01,NIGHT,MO-028-01-2,PRD-011,ea,1065,480.000
2025-01-28,LINE-02,DAY,MO-028-02-1,PRD-012,ea,1185,480.000
2025-01-28,LINE-02,NIGHT,MO-028-02-2,PRD-013,ea,1155,480.000
2025-01-28,LINE-03,DAY,MO-028-03-1,PRD-014,ea,1319,480.000
2025-01-28,LINE-03,NIGHT,MO-028-03-2,PRD-015,ea,1220,480.000
2025-01-29,LINE-01,DAY,MO-029-01-1,PRD-017,ea,1240,480.000
2025-01-29,LINE-01,NIGHT,MO-029-01-2,PRD-018,ea,1127,480.000
2025-01-29,LINE-02,DAY,MO-029-02-1,PRD-019,ea,1309,480.000
2025-01-29,LINE-02,NIGHT,MO-029-02-2,PRD-020,ea,1270,480.000
2025-01-29,LINE-03,DAY,MO-029-03-1,PRD-001,ea,1038,480.000
2025-01-29,LINE-03,NIGHT,MO-029-03-2,PRD-002,ea,1008,480.000
2025-01-30,LINE-01,DAY,MO-030-01-1,PRD-004,ea,1024,480.000
2025-01-30,LINE-01,NIGHT,MO-030-01-2,PRD-005,ea,956,480.000
2025-01-30,LINE-02,DAY,MO-030-02-1,PRD-006,ea,1106,480.000
2025-01-30,LINE-02,NIGHT,MO-030-02-2,PRD-007,ea,1046,480.000
2025-01-30,LINE-03,DAY,MO-030-03-1,PRD-008,ea,1149,480.000
2025-01-30,LINE-03,NIGHT,MO-030-03-2,PRD-009,ea,1083,480.000
2025-01-31,LINE-01,DAY,MO-031-01-1,PRD-011,ea,1144,480.000
2025-01-31,LINE-01,NIGHT,MO-031-01-2,PRD-012,ea,1070,480.000
2025-01-31,LINE-02,DAY,MO-031-02-1,PRD-013,ea,1178,480.000
2025-01-31,LINE-02,NIGHT,MO-031-02-2,PRD-014,ea,1122,480.000
2025-01-31,LINE-03,DAY,MO-031-03-1,PRD-015,ea,1300,480.000
2025-01-31,LINE-03,NIGHT,MO-031-03-2,PRD-016,ea,1229,480.000
2025-02-01,LINE-01,DAY,MO-032-01-1,PRD-018,ea,1215,480.000
2025-02-01,LINE-01,NIGHT,MO-032-01-2,PRD-019,ea,1161,480.000
2025-02-01,LINE-02,DAY,MO-032-02-1,PRD-020,ea,1332,480.000
2025-02-01,LINE-02,NIGHT,MO-032-02-2,PRD-001,ea,877,480.000
2025-02-01,LINE-03,DAY,MO-032-03-1,PRD-002,ea,1062,480.000
2025-02-01,LINE-03,NIGHT,MO-032-03-2,PRD-003,ea,1024,480.000
2025-02-02,LINE-01,DAY,MO-033-01-1,PRD-005,ea,1034,480.000
2025-02-02,LINE-01,NIGHT,MO-033-01-2,PRD-006,ea,920,480.000
2025-02-02,LINE-02,DAY,MO-033-02-1,PRD-007,ea,1130,480.000
2025-02-02,LINE-02,NIGHT,MO-033-02-2,PRD-008,ea,1026,480.000
2025-02-02,LINE-03,DAY,MO-033-03-1,PRD-009,ea,1177,480.000
2025-02-02,LINE-03,NIGHT,MO-033-03-2,PRD-010,ea,1148,480.000
2025-02-03,LINE-01,DAY,MO-034-01-1,PRD-012,ea,1112,480.000
2025-02-03,LINE-01,NIGHT,MO-034-01-2,PRD-013,ea,1098,480.000
2025-02-03,LINE-02,DAY,MO-034-02-1,PRD-014,ea,1201,480.000
2025-02-03,LINE-02,NIGHT,MO-034-02-2,PRD-015,ea,1135,480.000
2025-02-03,LINE-03,DAY,MO-034-03-1,PRD-016,ea,1332,480.000
2025-02-03,LINE-03,NIGHT,MO-034-03-2,PRD-017,ea,1274,480.000
2025-02-04,LINE-01,DAY,MO-035-01-1,PRD-019,ea,1273,480.000
2025-02-04,LINE-01,NIGHT,MO-035-01-2,PRD-020,ea,1207,480.000
2025-02-04,LINE-02,DAY,MO-035-02-1,PRD-001,ea,1026,480.000
2025-02-04,LINE-02,NIGHT,MO-035-02-2,PRD-002,ea,924,480.000
2025-02-04,LINE-03,DAY,MO-035-03-1,PRD-003,ea,1076,480.000
2025-02-04,LINE-03,NIGHT,MO-035-03-2,PRD-004,ea,1040,480.000
2025-02-05,LINE-01,DAY,MO-036-01-1,PRD-006,ea,1052,480.000
2025-02-05,LINE-01,NIGHT,MO-036-01-2,PRD-007,ea,973,480.000
2025-02-05,LINE-02,DAY,MO-036-02-1,PRD-008,ea,1105,480.000
2025-02-05,LINE-02,NIGHT,MO-036-02-2,PRD-009,ea,1038,480.000
2025-02-05,LINE-03,DAY,MO-036-03-1,PRD-010,ea,1197,480.000
2025-02-05,LINE-03,NIGHT,MO-036-03-2,PRD-011,ea,1128,480.000
2025-02-06,LINE-01,DAY,MO-037-01-1,PRD-013,ea,1147,480.000
2025-02-06,LINE-01,NIGHT,MO-037-01-2,PRD-014,ea,1110,480.000
2025-02-06,LINE-02,DAY,MO-037-02-1,PRD-015,ea,1219,480.000
2025-02-06,LINE-02,NIGHT,MO-037-02-2,PRD-016,ea,1155,480.000
2025-02-06,LINE-03,DAY,MO-037-03-1,PRD-017,ea,1358,480.000
2025-02-06,LINE-03,NIGHT,MO-037-03-2,PRD-018,ea,1273,480.000
2025-02-07,LINE-01,DAY,MO-038-01-1,PRD-020,ea,1263,480.000
2025-02-07,LINE-01,NIGHT,MO-038-01-2,PRD-001,ea,880,480.000
2025-02-07,LINE-02,DAY,MO-038-02-1,PRD-002,ea,1014,480.000
2025-02-07,LINE-02,NIGHT,MO-038-02-2,PRD-003,ea,952,480.000
2025-02-07,LINE-03,DAY,MO-038-03-1,PRD-004,ea,1136,480.000
2025-02-07,LINE-03,NIGHT,MO-038-03-2,PRD-005,ea,1027,480.000
2025-02-08,LINE-01,DAY,MO-039-01-1,PRD-007,ea,1033,480.000
2025-02-08,LINE-01,NIGHT,MO-039-01-2,PRD-008,ea,946,480.000
2025-02-08,LINE-02,DAY,MO-039-02-1,PRD-009,ea,1109,480.000
2025-02-08,LINE-02,NIGHT,MO-039-02-2,PRD-010,ea,1070,480.000
2025-02-08,LINE-03,DAY,MO-039-03-1,PRD-011,ea,1224,480.000
2025-02-08,LINE-03,NIGHT,MO-039-03-2,PRD-012,ea,1133,480.000
2025-02-09,LINE-01,DAY,MO-040-01-1,PRD-014,ea,1167,480.000
2025-02-09,LINE-01,NIGHT,MO-040-01-2,PRD-015,ea,1130,480.000
2025-02-09,LINE-02,DAY,MO-040-02-1,PRD-016,ea,1273,480.000
2025-02-09,LINE-02,NIGHT,MO-040-02-2,PRD-017,ea,1209,480.000
2025-02-09,LINE-03,DAY,MO-040-03-1,PRD-018,ea,1326,480.000
2025-02-09,LINE-03,NIGHT,MO-040-03-2,PRD-019,ea,1297,480.000
2025-02-10,LINE-01,DAY,MO-041-01-1,PRD-001,ea,926,480.000
2025-02-10,LINE-01,NIGHT,MO-041-01-2,PRD-002,ea,863,480.000
2025-02-10,LINE-02,DAY,MO-041-02-1,PRD-003,ea,1029,480.000
2025-02-10,LINE-02,NIGHT,MO-041-02-2,PRD-004,ea,993,480.000
2025-02-10,LINE-03,DAY,MO-041-03-1,PRD-005,ea,1115,480.000
2025-02-10,LINE-03,NIGHT,MO-041-03-2,PRD-006,ea,1039,480.000
2025-02-11,LINE-01,DAY,MO-042-01-1,PRD-008,ea,1053,480.000
2025-02-11,LINE-01,NIGHT,MO-042-01-2,PRD-009,ea,1017,480.000
2025-02-11,LINE-02,DAY,MO-042-02-1,PRD-010,ea,1183,480.000
2025-02-11,LINE-02,NIGHT,MO-042-02-2,PRD-011,ea,1070,480.000
2025-02-11,LINE-03,DAY,MO-042-03-1,PRD-012,ea,1253,480.000
2025-02-11,LINE-03,NIGHT,MO-042-03-2,PRD-013,ea,1164,480.000
2025-02-12,LINE-01,DAY,MO-043-01-1,PRD-015,ea,1187,480.000
2025-02-12,LINE-01,NIGHT,MO-043-01-2,PRD-016,ea,1124,480.000
2025-02-12,LINE-02,DAY,MO-043-02-1,PRD-017,ea,1253,480.000
2025-02-12,LINE-02,NIGHT,MO-043-02-2,PRD-018,ea,1185,480.000
2025-02-12,LINE-03,DAY,MO-043-03-1,PRD-019,ea,1358,480.000
2025-02-12,LINE-03,NIGHT,MO-043-03-2,PRD-020,ea,1297,480.000
2025-02-13,LINE-01,DAY,MO-044-01-1,PRD-002,ea,924,480.000
2025-02-13,LINE-01,NIGHT,MO-044-01-2,PRD-003,ea,910,480.000
2025-02-13,LINE-02,DAY,MO-044-02-1,PRD-004,ea,1068,480.000
2025-02-13,LINE-02,NIGHT,MO-044-02-2,PRD-005,ea,967,480.000
2025-02-13,LINE-03,DAY,MO-044-03-1,PRD-006,ea,1166,480.000
2025-02-13,LINE-03,NIGHT,MO-044-03-2,PRD-007,ea,1045,480.000
2025-02-14,LINE-01,DAY,MO-045-01-1,PRD-009,ea,1102,480.000
2025-02-14,LINE-01,NIGHT,MO-045-01-2,PRD-010,ea,1040,480.000
2025-02-14,LINE-02,DAY,MO-045-02-1,PRD-011,ea,1159,480.000
2025-02-14,LINE-02,NIGHT,MO-045-02-2,PRD-012,ea,1083,480.000
2025-02-14,LINE-03,DAY,MO-045-03-1,PRD-013,ea,1265,480.000
2025-02-14,LINE-03,NIGHT,MO-045-03-2,PRD-014,ea,1203,480.000
2025-02-15,LINE-01,DAY,MO-046-01-1,PRD-016,ea,1227,480.000
2025-02-15,LINE-01,NIGHT,MO-046-01-2,PRD-017,ea,1125,480.000
2025-02-15,LINE-02,DAY,MO-046-02-1,PRD-018,ea,1295,480.000
2025-02-15,LINE-02,NIGHT,MO-046-02-2,PRD-019,ea,1225,480.000
2025-02-15,LINE-03,DAY,MO-046-03-1,PRD-020,ea,1393,480.000
2025-02-15,LINE-03,NIGHT,MO-046-03-2,PRD-001,ea,982,480.000
2025-02-16,LINE-01,DAY,MO-047-01-1,PRD-003,ea,1009,480.000
2025-02-16,LINE-01,NIGHT,MO-047-01-2,PRD-004,ea,881,480.000
2025-02-16,LINE-02,DAY,MO-047-02-1,PRD-005,ea,1034,480.000
2025-02-16,LINE-02,NIGHT,MO-047-02-2,PRD-006,ea,981,480.000
2025-02-16,LINE-03,DAY,MO-047-03-1,PRD-007,ea,1138,480.000
2025-02-16,LINE-03,NIGHT,MO-047-03-2,PRD-008,ea,1064,480.000
2025-02-17,LINE-01,DAY,MO-048-01-1,PRD-010,ea,1074,480.000
2025-02-17,LINE-01,NIGHT,MO-048-01-2,PRD-011,ea,1065,480.000
2025-02-17,LINE-02,DAY,MO-048-02-1,PRD-012,ea,1165,480.000
2025-02-17,LINE-02,NIGHT,MO-048-02-2,PRD-013,ea,1151,480.000
2025-02-17,LINE-03,DAY,MO-048-03-1,PRD-014,ea,1254,480.000
2025-02-17,LINE-03,NIGHT,MO-048-03-2,PRD-015,ea,1185,480.000
2025-02-18,LINE-01,DAY,MO-049-01-1,PRD-017,ea,1252,480.000
2025-02-18,LINE-01,NIGHT,MO-049-01-2,PRD-018,ea,1156,480.000
2025-02-18,LINE-02,DAY,MO-049-02-1,PRD-019,ea,1331,480.000
2025-02-18,LINE-02,NIGHT,MO-049-02-2,PRD-020,ea,1258,480.000
2025-02-18,LINE-03,DAY,MO-049-03-1,PRD-001,ea,1052,480.000
2025-02-18,LINE-03,NIGHT,MO-049-03-2,PRD-002,ea,962,480.000
2025-02-19,LINE-01,DAY,MO-050-01-1,PRD-004,ea,990,480.000
2025-02-19,LINE-01,NIGHT,MO-050-01-2,PRD-005,ea,911,480.000
2025-02-19,LINE-02,DAY,MO-050-02-1,PRD-006,ea,1114,480.000
2025-02-19,LINE-02,NIGHT,MO-050-02-2,PRD-007,ea,1039,480.000
2025-02-19,LINE-03,DAY,MO-050-03-1,PRD-008,ea,1205,480.000
2025-02-19,LINE-03,NIGHT,MO-050-03-2,PRD-009,ea,1071,480.000
2025-02-20,LINE-01,DAY,MO-051-01-1,PRD-011,ea,1103,480.000
2025-02-20,LINE-01,NIGHT,MO-051-01-2,PRD-012,ea,1063,480.000
2025-02-20,LINE-02,DAY,MO-051-02-1,PRD-013,ea,1193,480.000
2025-02-20,LINE-02,NIGHT,MO-051-02-2,PRD-014,ea,1141,480.000
2025-02-20,LINE-03,DAY,MO-051-03-1,PRD-015,ea,1336,480.000
2025-02-20,LINE-03,NIGHT,MO-051-03-2,PRD-016,ea,1239,480.000
2025-02-21,LINE-01,DAY,MO-052-01-1,PRD-018,ea,1278,480.000
2025-02-21,LINE-01,NIGHT,MO-052-01-2,PRD-019,ea,1162,480.000
2025-02-21,LINE-02,DAY,MO-052-02-1,PRD-020,ea,1307,480.000
2025-02-21,LINE-02,NIGHT,MO-052-02-2,PRD-001,ea,920,480.000
2025-02-21,LINE-03,DAY,MO-052-03-1,PRD-002,ea,1084,480.000
2025-02-21,LINE-03,NIGHT,MO-052-03-2,PRD-003,ea,975,480.000
2025-02-22,LINE-01,DAY,MO-053-01-1,PRD-005,ea,1018,480.000
2025-02-22,LINE-01,NIGHT,MO-053-01-2,PRD-006,ea,907,480.000
2025-02-22,LINE-02,DAY,MO-053-02-1,PRD-007,ea,1103,480.000
2025-02-22,LINE-02,NIGHT,MO-053-02-2,PRD-008,ea,1026,480.000
2025-02-22,LINE-03,DAY,MO-053-03-1,PRD-009,ea,1171,480.000
2025-02-22,LINE-03,NIGHT,MO-053-03-2,PRD-010,ea,1104,480.000
2025-02-23,LINE-01,DAY,MO-054-01-1,PRD-012,ea,1109,480.000
2025-02-23,LINE-01,NIGHT,MO-054-01-2,PRD-013,ea,1050,480.000
2025-02-23,LINE-02,DAY,MO-054-02-1,PRD-014,ea,1231,480.000
2025-02-23,LINE-02,NIGHT,MO-054-02-2,PRD-015,ea,1182,480.000
2025-02-23,LINE-03,DAY,MO-054-03-1,PRD-016,ea,1290,480.000
2025-02-23,LINE-03,NIGHT,MO-054-03-2,PRD-017,ea,1275,480.000
